"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"63626","7781","PAC-Independent","CONSERVATION PAC","","In-Kind Expenditure","Unknown","11/01/2024","292.66","WALKCARDS- UNIONIST PRINTING","Candidate Committee","JACQUE CRANSON FOR MAYOR","","","","1805 WESTCHESTER DRIVE","","HASTINGS","NE","68901","01/13/2025","","","","N","","",""
"63627","7781","PAC-Independent","CONSERVATION PAC","","Third Party Expenditure","Third Party Expenditure","11/01/2024","292.66","WALKCARDS- UNIONIST PRINTING","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING","","","","2728 N 108TH ST. SUITE 105","","OMAHA","NE","68022","01/13/2025","","","","N","","",""
"63652","8956","Candidate Committee","NICKI FOR NEBRASKA","NICKI BEHMER POPP","In-Kind Contribution (Exp)","Other","11/01/2024","81.06","PHONE CALLS: HUDSON BAY","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63701","7461","Candidate Committee","PEOPLE FOR TERRELL MCKINNEY","TERRELL M MCKINNEY","Campaign Expense","Unknown","11/01/2024","900","TEXTING/FUNDRAISING","Business (For-Profit and Non-Profit entities)","NUMERO, INC.","","","","695 TOWN CENTER DRIVE","STE 580","COSTA MESA","CA","92626","01/14/2025","","","","N","","",""
"63702","7461","Candidate Committee","PEOPLE FOR TERRELL MCKINNEY","TERRELL M MCKINNEY","Campaign Expense","Unknown","11/01/2024","400","CANVASSING","Individual","GUNN","CAMERON","","","7519 N 89TH ST","","OMAHA","NE","68122","01/14/2025","","","","N","","",""
"63703","7461","Candidate Committee","PEOPLE FOR TERRELL MCKINNEY","TERRELL M MCKINNEY","Campaign Expense","Unknown","11/01/2024","400","CANVASSING","Individual","SOUTHWARD","MARQUISE","","","2120 SPRAGUE ST","","OMAHA","NE","68111","01/14/2025","","","","N","","",""
"63704","7461","Candidate Committee","PEOPLE FOR TERRELL MCKINNEY","TERRELL M MCKINNEY","Campaign Expense","Unknown","11/01/2024","400","CANVASSING","Individual","DONOVAN","REONNA","","","7416 BLONDO ST APT 5","","OMAHA","NE","68104","01/14/2025","","","","N","","",""
"63748","9004","Candidate Committee","QUICK FOR LEGISLATURE","DAN QUICK","Campaign Expense","Unknown","11/01/2024","50.42","DIRECT MAIL","Business (For-Profit and Non-Profit entities)","AGENCY","","","","600 EAST COURT AVE","","DES MOINES","IA","50309","01/14/2025","","","","N","","",""
"63750","9004","Candidate Committee","QUICK FOR LEGISLATURE","DAN QUICK","Campaign Expense","Unknown","11/01/2024","737.8","TV ADVERTISING","Business (For-Profit and Non-Profit entities)","SPECTRUM REACH","","","","1650 DES PERES ROAD, SUITE 200","","ST. LOUIS","MO","63131","01/14/2025","","","","N","","",""
"63752","9004","Candidate Committee","QUICK FOR LEGISLATURE","DAN QUICK","Campaign Expense","Unknown","11/01/2024","5275.66","PHONE SERVICES","Business (For-Profit and Non-Profit entities)","WINNING CONNECTIONS","","","","317 PENNSYLVANIA AVE SE","","WASHINGTON","DC","20003","01/14/2025","","","","N","","",""
"63757","9004","Candidate Committee","QUICK FOR LEGISLATURE","DAN QUICK","Campaign Expense","Unknown","11/01/2024","10000","DIGITAL (FOUNDATION BLUE)","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63758","9004","Candidate Committee","QUICK FOR LEGISLATURE","DAN QUICK","Third Party Expenditure","Third Party Expenditure","11/01/2024","10000","DIGITAL","Business (For-Profit and Non-Profit entities)","FOUNDATION BLUE MEDIA","","","","57 MANCHESTER STREET","","WEYMOUTH","MA","02190","01/14/2025","","","","N","","",""
"63779","7586","Candidate Committee","ELIOT BOSTAR FOR LEGISLATURE","ELIOT BOSTAR","Campaign Expense","Unknown","11/01/2024","500","CONSULTING","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63799","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","In-Kind Contribution (Exp)","Other","11/01/2024","81.06","PHONE CALLS - HUDSON BAY","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63800","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","In-Kind Contribution (Exp)","Other","11/01/2024","500","DIGITAL ADS - META","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63812","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","Campaign Expense","Unknown","11/01/2024","169.61","PRINT SERVICES","Business (For-Profit and Non-Profit entities)","GOLDENROD PRINTING (GOLDENROD PRINTING & MAIL LLC, DBA)","","","","2801 CORNHUSKER HIGHWAY","","LINCOLN","NE","68504","01/14/2025","","","","N","","",""
"63813","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","Campaign Expense","Unknown","11/01/2024","128.7","PRINT SERVICES","Business (For-Profit and Non-Profit entities)","GOLDENROD PRINTING (GOLDENROD PRINTING & MAIL LLC, DBA)","","","","2801 CORNHUSKER HIGHWAY","","LINCOLN","NE","68504","01/14/2025","","","","N","","",""
"63818","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","Campaign Expense","Unknown","11/01/2024","1430.25","CONSULTING","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63819","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","Campaign Expense","Unknown","11/01/2024","1575","REIMBURSEMENTS - MUNDO LATINO ADVERTISING","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63821","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","Third Party Expenditure","Third Party Expenditure","11/01/2024","1575","REIMBURSMENT","Business (For-Profit and Non-Profit entities)","MUNDO LATINO PUBLICATIONS LLC","","","","4018 L ST","","OMAHA","NE","68107","01/14/2025","","","","N","","",""
"63838","7762","PAC-Separate Segregated Political Fund","NEBRASKA INDEPENDENT COMMUNITY BANKERS PAC","","Direct contribution","Unknown","11/01/2024","500","","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","","","","591 S 32ND ROAD","","SYRACUSE","NE","68446","01/15/2025","","","","N","","",""
"63853","9114","Candidate Committee","PROKOP FOR LEGISLATURE","JASON PROKOP","Campaign Expense","Unknown","11/01/2024","4000","PHONE SERVICES","Business (For-Profit and Non-Profit entities)","WINNING CONNECTIONS","","","","317 PENNSYLVANIA AVENUE SE","2ND FLOOR","WASHINGTON","DC","20003","01/14/2025","","","","N","","",""
"63859","9114","Candidate Committee","PROKOP FOR LEGISLATURE","JASON PROKOP","Campaign Expense","Unknown","11/01/2024","6970","CONSULTING","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63913","7789","Political Party Committee","NEBRASKA DEMOCRATIC PARTY","","Direct contribution","Unknown","11/01/2024","5000","","Political Party Committee","LANCASTER COUNTY DEMOCRATS","","","","820 FOXCROFT COURT","# 162","LINCOLN","NE","68510","01/14/2025","","","","Y","","",""
"63932","7789","Political Party Committee","NEBRASKA DEMOCRATIC PARTY","","Direct contribution","Unknown","11/01/2024","6000","","Candidate Committee","NICKI FOR NEBRASKA","","","","8007 NASHWAY ROAD","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63948","9245","Candidate Committee","ROUNTREE FOR LEGISLATURE","VICTOR ROUNTREE","Campaign Expense","Unknown","11/01/2024","3000","DIGITAL","Business (For-Profit and Non-Profit entities)","FOUNDATION BLUE MEDIA","","","","57 MANCHESTER STREET","","WEYMOUTH","MA","02190","01/14/2025","","","","N","","",""
"63964","9245","Candidate Committee","ROUNTREE FOR LEGISLATURE","VICTOR ROUNTREE","In-Kind Contribution (Exp)","Other","11/01/2024","121.6","PHONE CALLS - HUDSON BAY CO","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64137","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/01/2024","300","ROOM RENTAL-ACLU","Business (For-Profit and Non-Profit entities)","ACLU NEBRASKA INC","","","","941 O STREET STE 706","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"64138","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Third Party Expenditure","Third Party Expenditure","11/01/2024","300","ROOM RENTAL - ACLU","Business (For-Profit and Non-Profit entities)","ACLU NEBRASKA INC","","","","941 O STREET STE 706","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"64150","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/01/2024","296.39","STAFF TIME","Federal PAC","PLANNED PARENTHOOD ACTION FUND","","","","1110 VERMONT AVENUE NW STE 300","","WASHINGTON","DC","20005","01/14/2025","","","","N","","",""
"64177","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/01/2024","891.7","PHONE CALLS- HUDSON BAY","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64178","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Third Party Expenditure","Third Party Expenditure","11/01/2024","891.7","PHONE CALLS","Business (For-Profit and Non-Profit entities)","HUDSON BAY CO","","","","5631 SOUTH 48TH #400","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64181","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/01/2024","7289.84","STAFF TIME","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64182","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Third Party Expenditure","Third Party Expenditure","11/01/2024","7289.24","STAFF TIME","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64221","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/01/2024","1097.87","STAFF TIME","Business (For-Profit and Non-Profit entities)","SECOND HOUSE COLLABORATIVE","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/14/2025","","","","N","","",""
"64248","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","2000","COMPLIANCE CONSULTING","Business (For-Profit and Non-Profit entities)","NMO CONSULTING","","","","4827 FRANKLIN STREET","","OMAHA","NE","68104","01/14/2025","","","","N","","",""
"64250","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","500","BOOKKEEPING","Business (For-Profit and Non-Profit entities)","D&K FINANCIAL","","","","5404 N 99TH STREET","","OMAHA","NE","68142","01/14/2025","","","","N","","",""
"64252","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","109.5","REIMBURSEMENT","Business (For-Profit and Non-Profit entities)","D&K FINANCIAL","","","","5404 N 99TH STREET","","OMAHA","NE","68142","01/14/2025","","","","N","","",""
"64268","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","5000","FEILD ORGANIZATION","Individual","DUMAIS","HANNAH","","","4600 SHIRI COURT","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64271","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","5000","FEILD ORGANIZATION","Individual","CRAFT","EAN","","","6416 S. 145TH ST.","","OMAHA","NE","68137","01/14/2025","","","","N","","",""
"64283","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","10000","PROJECT MANAGEMENT","Business (For-Profit and Non-Profit entities)","BLUEBERRY STRATEGIES LLC","","","","819 S 42ND STREET","","OMAHA","NE","68105","01/14/2025","","","","N","","",""
"64286","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","135","EMAIL MARKETING","Business (For-Profit and Non-Profit entities)","MAILCHIMP (ROCKET SCIENCE GROUP DBA)","","","","675 PONCE DE LEON AVE NE SUITE 5000","","ATLANTA","GA","30308","01/14/2025","","","","N","","",""
"64288","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","2320","NEWSPAPER ADS","Business (For-Profit and Non-Profit entities)","THE VOICE NEWS","","","","PO BOX 148","","HICKMAN","NE","68372","01/14/2025","","","","N","","",""
"64613","7456","Candidate Committee","JOHN LOWE FOR LEGISLATURE","JOHN LOWE","Campaign Expense","Unknown","11/01/2024","55","FUEL","Business (For-Profit and Non-Profit entities)","CASEYS","","","","2710 W 24TH ST","","KEARNEY","NE","68845","01/21/2025","","","","N","","",""
"64797","7393","Candidate Committee","LEIRION FOR LINCOLN MAYOR","LEIRION GAYLOR BAIRD","Campaign Expense","Unknown","11/01/2024","500","CONSULTING SERVICES","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/24/2025","","","","N","","",""
"64810","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/01/2024","737000","DIGITAL ADS- WEEK 1","Business (For-Profit and Non-Profit entities)","BATTLEAXE DIGITAL","","","","1405 FLORIDA AVE NW","","WASHINGTON","DC","20009","01/14/2025","","","","N","","",""
"64923","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Third Party Expenditure","Third Party Expenditure","11/01/2024","77.35","ADS","Business (For-Profit and Non-Profit entities)","KTIV TV","","","","2929 SIGNAL HILL DRIVE","","SIOUX CITY","IA","51108","01/14/2025","","","","N","","",""
"65653","7370","Candidate Committee","RURAL NEBRASKANS FOR BARRY DEKAY","BARRY DEKAY","Campaign Expense","Unknown","11/01/2024","91.7","MILEAGE KEARNEY","Individual","DEKAY","BARRY","","","51228 896 RD","","NIOBRARA","NE","68760","01/27/2025","","","","N","","",""
"66292","7410","Candidate Committee","FRIENDS FOR JASMINE L HARRIS","JASMINE L HARRIS","Campaign Expense","Unknown","11/01/2024","417.15","OFFICE RENT","Business (For-Profit and Non-Profit entities)","ELEVATOR CO-WAREHOUSING & COMMUNITY","","","","1402 JONES STREET","","OMAHA","NE","68102","01/31/2025","","","","N","","",""
"66293","7410","Candidate Committee","FRIENDS FOR JASMINE L HARRIS","JASMINE L HARRIS","Campaign Expense","Unknown","11/01/2024","21.36","GOOGLE G-SUITE","Business (For-Profit and Non-Profit entities)","GOOGLE","","","","1600 AMPHITHEATRE PARKWAY","","MOUNTAIN VIEW","CA","94043","01/31/2025","","","","N","","",""
"66703","7789","Political Party Committee","NEBRASKA DEMOCRATIC PARTY","","Direct contribution","Unknown","11/01/2024","-5000","Offset due to delete of filed item","Political Party Committee","LANCASTER COUNTY DEMOCRATS","","","","820 FOXCROFT COURT","# 162","LINCOLN","NE","68510","02/19/2025","","","","N","","",""
"58765","8927","Candidate Committee","DENNIS FUJAN FOR LEGISLATURE","DENNIS FUJAN","Campaign Expense","Unknown","11/02/2024","92.5","PALMCARDS","Business (For-Profit and Non-Profit entities)","QUALITY PRESS PRINTING, INC","","","","3500 N. 20TH STREET","","LINCOLN","NE","68521","01/10/2025","","","","N","","",""
"59047","9246","Candidate Committee","RE-ELECT LISA ALBERS GIPS BOARD OF EDUCATION","LISA ALBERS","Campaign Expense","Unknown","11/02/2024","1890.54","POSTCARDS FOR MAILING","Business (For-Profit and Non-Profit entities)","COPYCAT PRINTING","","","","365 N. BROADWELL AVE","","GRAND ISLAND","NE","68803","01/13/2025","","","","N","","",""
"60486","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/02/2024","1557","NOT LISTED","Business (For-Profit and Non-Profit entities)","YMCA OF GRAND ISLAND","","","","221 E SOUTH FRONT STREET","","GRAND ISLAND","NE","68801","01/13/2025","","","","Y","","",""
"61274","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/02/2024","-1557","Offset due to update of filed item","Business (For-Profit and Non-Profit entities)","YMCA OF GRAND ISLAND","","","","221 E SOUTH FRONT STREET","","GRAND ISLAND","NE","68801","01/13/2025","","","","N","","",""
"61275","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/02/2024","1557","STAFF TIME","Business (For-Profit and Non-Profit entities)","YWCA OF GRAND ISLAND","","","","211 E FONNER PARK ROAD","","GRAND ISLAND","NE","68801","01/13/2025","","","","N","","",""
"62031","9664","PAC-Independent","COMMON SENSE NEBRASKA","","Administrative Expenses","Unknown","11/02/2024","10244","MEDIA PRODUCTION","Business (For-Profit and Non-Profit entities)","MADISON MCQUEEN LLC","","","","133 SHELDON ST","","EL SEGUNDO","CA","90245","01/14/2025","","","","N","","",""
"62065","9339","Candidate Committee","JAMES BULKLEY FOR MAYOR","JAMES BULKLEY","Campaign Expense","Unknown","11/02/2024","500","BARREL HOUSE 
GET OUT THE VOTE EVENT NIGHT","Business (For-Profit and Non-Profit entities)","BARREL HOUSE BAR","","","","2311 14TH STREET","","COLUMBUS","NE","68601","01/09/2025","","","","N","","",""
"62175","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/02/2024","1159.56","STAFF TIME","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"62349","8963","Candidate Committee","LISA FOR NEBRASKA","LISA SCHONHOFF","Campaign Expense","Unknown","11/02/2024","1102.73","CONSULTING","Business (For-Profit and Non-Profit entities)","RUSHMORE COMPANY LLC","","","","1327 H ST, SUITE 303","","LINCOLN","NE","68508","01/11/2025","","","","N","","",""
"62402","7356","Candidate Committee","CAVANAUGH FOR NEBRASKA","JOHN CAVANAUGH","Campaign Expense","Unknown","11/02/2024","3500","CONSULTING FEE","Business (For-Profit and Non-Profit entities)","1533 STRATEGIES LLC","","","","11649 POLK ST","","OMAHA","NE","68137","01/13/2025","","","","N","","",""
"62856","9313","Candidate Committee","RENNER FOR NEBRASKA","LIZ RENNER","Campaign Expense","Unknown","11/02/2024","26.22","ONLINE PROCESSING FEES","Business (For-Profit and Non-Profit entities)","STRIPE","","","","510 TOWNSEND ST","","SAN FRANCISCO","CA","94103","01/14/2025","","","","N","","",""
"62857","9313","Candidate Committee","RENNER FOR NEBRASKA","LIZ RENNER","Campaign Expense","Unknown","11/02/2024","17.25","ONLINE PROCESSING FEES","Business (For-Profit and Non-Profit entities)","ACTBLUE (TECHNICAL SERVICES)","","","","366 SUMMER STREET","PO BOX 441146","SOMERVILLE","MA","02144","01/14/2025","","","","N","","",""
"63777","7586","Candidate Committee","ELIOT BOSTAR FOR LEGISLATURE","ELIOT BOSTAR","Campaign Expense","Unknown","11/02/2024","350","EMAIL","Business (For-Profit and Non-Profit entities)","NGP VAN","","","","655 15TH STREET NW STE 650","","WASHINGTON","DC","20005","01/14/2025","","","","N","","",""
"63801","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","In-Kind Contribution (Exp)","Other","11/02/2024","500","DIGITAL ADS - META","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63857","9114","Candidate Committee","PROKOP FOR LEGISLATURE","JASON PROKOP","Campaign Expense","Unknown","11/02/2024","2500","DIGITAL","Business (For-Profit and Non-Profit entities)","FOUNDATION BLUE MEDIA","","","","57 MANCHESTER STREET","","WEYMOUTH","MA","02190","01/14/2025","","","","N","","",""
"63994","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/02/2024","181.61","CAR RENTAL","Business (For-Profit and Non-Profit entities)","ENTERPRISE RENT-A-CAR","","","","4601 O STREET","","LINCOLN","NE","68510","01/13/2025","","","","N","","",""
"63995","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","11/02/2024","181.61","CAR RENTAL- ENTERPRISE","Business (For-Profit and Non-Profit entities)","ENTERPRISE RENT-A-CAR","","","","4601 O STREET","","LINCOLN","NE","68510","01/13/2025","","","","N","","",""
"64001","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","11/02/2024","1557","STAFF TIME","Business (For-Profit and Non-Profit entities)","NEBRASKA APPLESEED ACTION FUND","","","","941 O STREET, SUITE 920","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"64258","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","Campaign Expense","Unknown","11/02/2024","56.42","PROCESSING FEES","Business (For-Profit and Non-Profit entities)","DEMOCRACY ENGINE LLC","","","","2125 14TH STREET NW #101W","","WASHINGTON","DC","20009","01/14/2025","","","","N","","",""
"64614","7456","Candidate Committee","JOHN LOWE FOR LEGISLATURE","JOHN LOWE","Campaign Expense","Unknown","11/02/2024","48.5","FUEL","Business (For-Profit and Non-Profit entities)","COSTCO","","","","1620 PINE LAKE RD","","LINCOLN","NE","68512","01/21/2025","","","","N","","",""
"65492","9718","Candidate Committee","CITIZENS FOR SHOECRAFT","JERRY SHOECRAFT","Campaign Expense","Unknown","11/02/2024","214.5","PRINTED ENVELOPES AMPLIFY IMAGING","Individual","SHOECRAFT","JERRY","","","4720 THOMASBROOK LN","","LINCOLN","NE","68516","01/27/2025","","","","N","","",""
"59680","8927","Candidate Committee","DENNIS FUJAN FOR LEGISLATURE","DENNIS FUJAN","Campaign Expense","Unknown","11/03/2024","90","REFRESHMENTS FOR WATCH PARTY","Business (For-Profit and Non-Profit entities)","WILD RIDE","","","","310 W CENTER","","PRAGUE","NE","68050","01/10/2025","","","","N","","",""
"60485","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/03/2024","1740","NOT LISTED","Business (For-Profit and Non-Profit entities)","YMCA OF GRAND ISLAND","","","","221 E SOUTH FRONT STREET","","GRAND ISLAND","NE","68801","01/13/2025","","","","Y","","",""
"61088","9504","Candidate Committee","BILL MCALLISTER STATE BOARD OF EDUCATION","BILL MCALLISTER","Campaign Expense","Unknown","11/03/2024","-161.55","Offset due to delete of filed item -  MEAL EXPENSE FOR WORKERS","Business (For-Profit and Non-Profit entities)","PAYEES WHO WERE PAID, EACH $250 OR LESS DURING THE REPORTING PERIOD","","","",".","",".","NE","00000","01/03/2025","","","","N","","",""
"61276","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/03/2024","-1740","Offset due to update of filed item","Business (For-Profit and Non-Profit entities)","YMCA OF GRAND ISLAND","","","","221 E SOUTH FRONT STREET","","GRAND ISLAND","NE","68801","01/13/2025","","","","N","","",""
"61277","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","11/03/2024","1740","STAFF TIME","Business (For-Profit and Non-Profit entities)","YWCA OF GRAND ISLAND","","","","211 E FONNER PARK ROAD","","GRAND ISLAND","NE","68801","01/13/2025","","","","N","","",""
"61899","7910","Nebraska Business Supplemental Filer","ACLU NEBRASKA","","In-Kind Expenditure","Unknown","11/03/2024","1475","LAW OFFICES OF DANIEL GUTMAN 
4338 SHIRLEY ST.,OMAHA, NE 68105","Ballot Question Committee","PROTECT OUR RIGHTS","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/08/2025","","","","Y","","",""
"62153","9310","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","DAVE WORDEKEMPER","Campaign Expense","Unknown","11/03/2024","587.5","ADVERTISING","Business (For-Profit and Non-Profit entities)","FREMONT TRIBUNE","","","","P.O. BOX 9","","FREMONT","NE","68025","01/14/2025","","","","N","","",""
"62445","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","11/03/2024","1468.3","PRINTING COSTS BALLOT CHASE","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING COMPANY (UNIONIST PUBLISHING CO, DBA)","","","","2728 N. 108TH STREET, SUITE 105","","OMAHA","NE","68164","01/12/2025","","","","N","","",""
"62906","7861","PAC-Separate Segregated Political Fund","WOMEN WHO RUN NEBRASKA PAC","","Administrative Expenses","Unknown","11/03/2024","15.32","ONLINE PROCESSING FEES","Business (For-Profit and Non-Profit entities)","ACTBLUE (TECHNICAL SERVICES)","","","","366 SUMMER STREET","PO BOX 441146","SOMERVILLE","MA","02144","01/14/2025","","","","N","","",""
"63366","8866","Ballot Question Committee","SUPPORT OUR SCHOOLS - NEBRASKA","","Campaign Expense","Unknown","11/03/2024","87.05","REIMBURSEMENT: CATERING","Individual","BENSON","JENNI","","","7110 S 70TH ST","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63548","7910","Nebraska Business Supplemental Filer","ACLU NEBRASKA","","In-Kind Expenditure","Unknown","11/03/2024","-1475","Offset due to update of filed item","Ballot Question Committee","PROTECT OUR RIGHTS","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/14/2025","","","","N","","",""
"63802","9071","Candidate Committee","NEIGHBORS FOR GUERECA","DUNIXI GUERECA","In-Kind Contribution (Exp)","Other","11/03/2024","441","DIGITAL ADS - META","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"64026","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Campaign Expense","Unknown","11/03/2024","2000","COMPLIANCE CONSULTING","Business (For-Profit and Non-Profit entities)","NMO CONSULTING","","","","4827 FRANKLIN STREET","","OMAHA","NE","68104","01/13/2025","","","","N","","",""
